Serial,Sighting_Number,Date,Observation_period,Observation_period_start_time,Observation_period_end_time,Sighting_duration,Time_of_walking_event,Walking_event_number,Individual_ID,Initiation_order,Displacement,Compass_bearing,Interaction_type,Aggressor_id,Aggression_type,Ba_males_present,Follower_response_delay,Stopping_order,End_activity,Notes
2041,01_008_3,17-Jul-06,1,6:45:00,10:00:00,3:15:00,7:01:03,1,01_011,1,25,90,passive,,,1,,1,S
2042,01_008_3,17-Jul-06,1,6:45:00,10:00:00,3:15:00,7:01:03,1,01_323,2,25,90,passive,,,1,1,2,S
2043,01_008_3,17-Jul-06,1,6:45:00,10:00:00,3:15:00,7:01:03,1,05_037,3,25,90,passive,,,1,5,3,S,
2044,01_008_3,17-Jul-06,1,6:45:00,10:00:00,3:15:00,7:01:03,1,01_006,4,25,90,passive,,,1,8,4,S,
2045,01_008_3,17-Jul-06,1,6:45:00,10:00:00,3:15:00,7:01:03,1,05_331,5,25,90,passive,,,1,23,5,S,
2046,01_008_3,17-Jul-06,1,6:45:00,10:00:00,3:15:00,7:01:03,1,01_008,6,25,90,passive,,,1,25,6,S,
2047,01_008_3,17-Jul-06,1,6:45:00,10:00:00,3:15:00,7:18:02,2,01_011,1,1150,95,passive,,,1,29,2,V,fol a harem of 2
2048,01_008_3,17-Jul-06,1,6:45:00,10:00:00,3:15:00,7:18:02,2,01_323,2,1150,95,passive,,,1,2,3,Drink,
2049,01_008_3,17-Jul-06,1,6:45:00,10:00:00,3:15:00,7:18:02,2,05_037,3,1150,95,passive,,,1,4,4,Drink,
2050,01_008_3,17-Jul-06,1,6:45:00,10:00:00,3:15:00,7:18:02,2,01_006,4,1150,95,passive,,,1,5,1,Drink,
2051,01_008_3,17-Jul-06,1,6:45:00,10:00:00,3:15:00,7:18:02,2,05_331,5,1150,95,passive,,,1,11,5,Drink,
2052,01_008_3,17-Jul-06,1,6:45:00,10:00:00,3:15:00,7:18:02,2,01_008,6,1150,95,passive,,,1,61,6,Drink,
2053,01_008_3,17-Jul-06,1,6:45:00,10:00:00,3:15:00,7:57:18,3,01_323,1,10,175,passive,,,1,,1,Drink,
2054,01_008_3,17-Jul-06,1,6:45:00,10:00:00,3:15:00,7:57:18,3,01_011,2,10,175,passive,,,1,1,3,Drink,
2055,01_008_3,17-Jul-06,1,6:45:00,10:00:00,3:15:00,7:57:18,3,01_006,3,10,175,passive,,,1,7,2,Drink,
2056,01_008_3,17-Jul-06,1,6:45:00,10:00:00,3:15:00,7:57:38,4,05_331,1,3,175,passive,,,1,,1,Drink,splashing about in water
2057,01_008_3,17-Jul-06,1,6:45:00,10:00:00,3:15:00,7:59:15,5,01_008,1,200,270,aggressive,01_008,head bob,1,,3,W,
2058,01_008_3,17-Jul-06,1,6:45:00,10:00:00,3:15:00,7:59:15,5,05_037,2,200,270,aggressive,01_008,head bob,1,4,4,W,
