serial,Sightingno,Leadership_No,IndividualID,Order_initiation,Date,Time,Lead_activity,Clock,Distance_moved,Delay,Car_Bearing,Cause,Leadership_Remarks,End_Activity,Lead_type,Initial_Travel_Order,Final_Order,Success,Harem_ct,Ageclass,status,Grass_Height,Grass_Color,Bush_Type,gps_x,gps_y,Harem_size,Activity_Type_3,Activity_Type_2,Sighting_Duration,Sex
1608,hl24,29,01_609,1,8/8/05,9:18,Walking,7,40,0,185,,,Grazing,Pull,1,1,Yes,2,Adult,Non-lactating,less hk,GB,OG,273838,4746,4,Movement,Movement,1.08,F
1609,hl24,29,01_457,2,8/8/05,9:18,Walking,7,0,5,185,,,,Pull,2,2,,2,Adult,Non-lactating,less hk,GB,OG,273838,4746,4,Movement,Movement,1.08,F
1610,hl24,29,01_299,3,8/8/05,9:19,Walking,7,0,60,185,,,,Pull,3,3,,2,Adult,Non-lactating,less hk,GB,OG,273838,4746,4,Movement,Movement,1.08,F
1611,hl24,29,01_456,4,8/8/05,9:19,Walking,7,0,90,185,,,,Pull,4,4,,2,Adult,Stallion,less hk,GB,OG,273838,4746,4,Movement,Movement,1.08,M
1612,hl24,30,01_457,1,8/8/05,9:18,Walking,7,0,0,185,,,,Push,2,2,Partial,2,Adult,Non-lactating,less hk,GB,OG,273838,4746,4,Movement,Movement,1.08,F
1613,hl24,30,01_609,2,8/8/05,9:18,Walking,7,0,0,185,,,,Push,1,1,,2,Adult,Non-lactating,less hk,GB,OG,273838,4746,4,Movement,Movement,1.08,F
1614,hl24,31,01_299,0,8/8/05,9:20,Walking,9,0,0,185,,,Grazing,,0,0,,2,Adult,Non-lactating,less hk,GB,OG,273838,4746,4,Movement,Movement,1.08,F
1615,hl24,31,01_457,0,8/8/05,9:20,Walking,9,0,0,185,,,Grazing,,0,0,,2,Adult,Non-lactating,less hk,GB,OG,273838,4746,4,Movement,Movement,1.08,F
1616,hl24,31,01_609,0,8/8/05,9:20,Walking,9,0,0,185,,,Grazing,,0,0,,2,Adult,Non-lactating,less hk,GB,OG,273838,4746,4,Movement,Movement,1.08,F
1617,hl24,31,01_456,0,8/8/05,9:20,Walking,9,0,0,185,,,,,0,0,,2,Adult,Stallion,less hk,GB,OG,273838,4746,4,Movement,Movement,1.08,M
1618,hl24,32,01_609,1,8/8/05,9:21,Walking,6,0,0,185,,,,,1,1,No,2,Adult,Non-lactating,less hk,GB,OG,273838,4746,4,Movement,Movement,1.08,F
1619,hl24,33,01_456,0,8/8/05,9:55,Walking,8,25,0,105,,,Grazing,,0,0,,2,Adult,Stallion,less hk,GB,OG,273838,4746,4,Movement,Movement,1.08,M
1620,hl25,1,01_299,1,8/4/05,16:37,Walking,6,20,0,25,move closer to other females,,,Pull,1,1,Partial,0,Adult,Non-lactating,less hk,,OG,274517,4445,4,Movement,Movement,1.08,F
1621,hl25,1,01_456,2,8/4/05,16:37,Walking,6,0,0,25,,,,Pull,2,2,,0,Adult,Stallion,less hk,,OG,274517,4445,4,Movement,Movement,1.08,M
1622,hl25,2,01_456,1,8/4/05,16:38,Walking,12,20,0,25,,,,Pull,1,1,No,0,Adult,Stallion,less hk,,OG,274517,4445,4,Movement,Movement,1.08,M
1623,hl25,3,01_456,1,8/4/05,16:39,Walking,9,20,0,25,Scared of,,,Pull,1,1,No,0,Adult,Stallion,less hk,,OG,274517,4445,4,Movement,Movement,1.08,M
1624,hl25,4,01_457,1,8/4/05,16:40,Walking,6,2,0,25,,,,Pull,1,1,No,0,Adult,Non-lactating,less hk,,OG,274517,4445,4,Movement,Movement,1.08,F
1625,hl25,5,01_609,1,8/4/05,16:55,Walking,9,4,0,345,,,,Pull,1,1,No,0,Adult,Non-lactating,less hk,,OG,274517,4445,4,Movement,Movement,1.08,F
1626,hl25,6,01_299,1,8/4/05,16:56,Walking,3,5,0,345,,,Grazing,Pull,1,1,No,0,Adult,Non-lactating,less hk,,OG,274517,4445,4,Movement,Movement,1.08,F
1627,hl25,7,01_456,0,8/4/05,16:57,Walking,9,15,0,345,move closer to females,,,,0,0,,0,Adult,Stallion,less hk,,OG,274517,4445,4,Movement,Movement,1.08,M
1628,hl25,8,01_609,1,8/4/05,16:57,Walking,9,20,0,345,,,Grazing,Pull,1,1,Partial,0,Adult,Non-lactating,less hk,,OG,274517,4445,4,Movement,Movement,1.08,F
1629,hl25,8,01_457,2,8/4/05,16:57,Walking,9,5,0,345,,,Grazing,Pull,1,1,,0,Adult,Non-lactating,less hk,,OG,274517,4445,4,Movement,Movement,1.08,F
1630,hl25,9,01_299,1,8/4/05,17:02,Walking,7,5,0,345,,,Grazing,Pull,1,1,No,0,Adult,Non-lactating,less hk,,OG,274517,4445,4,Movement,Movement,1.08,F
1631,hl25,10,01_609,1,8/4/05,17:03,Walking,7,1,0,345,,,,Pull,1,1,Partial,0,Adult,Non-lactating,less hk,,OG,274517,4445,4,Movement,Movement,1.08,F
1632,hl25,10,01_299,2,8/4/05,17:03,Walking,9,3,0,345,,,,Pull,2,2,,0,Adult,Non-lactating,less hk,,OG,274517,4445,4,Movement,Movement,1.08,F
1633,hl25,11,01_609,1,8/4/05,17:05,Walking,0,3,0,345,,,Grazing,Pull,1,2,Partial,0,Adult,Non-lactating,less hk,,OG,274517,4445,4,Movement,Movement,1.08,F
1634,hl25,11,01_457,2,8/4/05,17:05,Walking,0,3,0,345,,,Grazing,Pull,2,3,,0,Adult,Non-lactating,less hk,,OG,274517,4445,4,Movement,Movement,1.08,F
1635,hl25,11,01_299,3,8/4/05,17:05,Walking,0,10,0,345,,,Grazing,Pull,3,1,,0,Adult,Non-lactating,less hk,,OG,274517,4445,4,Movement,Movement,1.08,F
1636,hl25,12,01_609,1,8/4/05,17:06,Walking,7,5,0,345,,,Grazing,Pull,1,1,No,0,Adult,Non-lactating,less hk,,OG,274517,4445,4,Movement,Movement,1.08,F
1637,hl25,13,01_456,0,8/4/05,17:08,Walking,7,8,0,345,,,Defecating,,0,0,No,0,Adult,Stallion,less hk,,OG,274517,4445,4,Movement,Movement,1.08,M
1638,hl25,14,01_456,0,8/4/05,17:08,Walking,8,3,0,345,move closer to females,,Grazing,,0,0,,0,Adult,Stallion,less hk,,OG,274517,4445,4,Movement,Movement,1.08,M
1639,hl25,15,01_456,1,8/4/05,17:09,Walking,9,20,0,345,,,,Pull,1,2,Partial,0,Adult,Stallion,less hk,,OG,274517,4445,4,Movement,Movement,1.08,M
1640,hl25,15,01_299,2,8/4/05,17:09,Walking,9,3,0,345,,,,Pull,2,1,,0,Adult,Non-lactating,less hk,,OG,274517,4445,4,Movement,Movement,1.08,F
1641,hl25,16,01_609,1,8/4/05,17:16,Walking,9,10,0,345,,,,Pull,1,1,No,0,Adult,Non-lactating,less hk,,OG,274517,4445,4,Movement,Movement,1.08,F
1642,hl25,17,01_609,1,8/4/05,17:17,Walking,9,10,0,345,,,,Pull,1,1,No,0,Adult,Non-lactating,less hk,,OG,274517,4445,4,Movement,Movement,1.08,F
1643,hl25,18,01_299,1,8/4/05,17:25,Walking,6,0,0,40,move closer to 01_609,,Grazing,Pull,1,1,Partial,0,Adult,Non-lactating,less hk,,OG,274517,4445,4,Movement,Movement,1.08,F
1644,hl25,18,01_457,2,8/4/05,17:25,Walking,6,5,0,40,,,,Pull,2,2,,0,Adult,Non-lactating,less hk,,OG,274517,4445,4,Movement,Movement,1.08,F
1645,hl25,19,01_299,1,8/4/05,17:27,Walking,6,2,0,40,move closer to 01_609,,,Pull,1,1,No,0,Adult,Non-lactating,less hk,,OG,274517,4445,4,Movement,Movement,1.08,F
1646,hl25,20,01_457,1,8/4/05,17:32,Walking,6,5,0,40,move closerto 01_299,,,Pull,1,1,No,0,Adult,Non-lactating,less hk,,OG,274517,4445,4,Movement,Movement,1.08,F
1647,hl25,21,01_299,1,8/4/05,17:34,Grazewalking,5,0,0,40,,,,Pull,1,1,Partial,0,Adult,Non-lactating,less hk,,OG,274517,4445,4,Movement,Movement,1.08,F
1648,hl25,21,01_457,2,8/4/05,17:34,Grazewalking,5,0,0,40,,,,Pull,1,1,,0,Adult,Non-lactating,less hk,,OG,274517,4445,4,Movement,Movement,1.08,F
1649,hl25,22,01_456,1,8/4/05,17:35,Walking,5,5,0,40,,,,Pull,1,1,No,0,Adult,Stallion,less hk,,OG,274517,4445,4,Movement,Movement,1.08,M
1650,hl25,23,01_456,1,8/4/05,17:35,Walking,5,5,0,40,,,,Pull,1,1,No,0,Adult,Stallion,less hk,,OG,274517,4445,4,Movement,Movement,1.08,M
1651,hl25,24,01_456,0,8/4/05,17:35,Grazewalking,0,0,0,40,move closer to females,,,,0,0,,0,Adult,Stallion,less hk,,OG,274517,4445,4,Movement,Movement,1.08,M
1652,hl25,25,01_456,1,8/4/05,17:40,Walking,8,5,0,40,,,Grazing,Pull,1,1,No,0,Adult,Stallion,less hk,,OG,274517,4445,4,Movement,Movement,1.08,M
1653,hl25,26,01_299,1,8/4/05,17:41,Walking,11,2,0,40,,,,Pull,1,1,Partial,0,Adult,Non-lactating,less hk,,OG,274517,4445,4,Movement,Movement,1.08,F
1654,hl25,26,01_457,2,8/4/05,17:41,Walking,11,2,0,40,,,,Pull,2,2,,0,Adult,Non-lactating,less hk,,OG,274517,4445,4,Movement,Movement,1.08,F
1655,hl25,27,01_299,1,8/4/05,17:41,Walking,11,30,0,40,,,,Pull,1,2,Yes,0,Adult,Non-lactating,less hk,,OG,274517,4445,4,Movement,Movement,1.08,F
1656,hl25,27,01_457,2,8/4/05,17:41,Walking,11,30,0,40,,,,Pull,2,3,,0,Adult,Non-lactating,less hk,,OG,274517,4445,4,Movement,Movement,1.08,F
1657,hl25,27,01_456,3,8/4/05,17:41,Walking,11,30,0,40,,,,Pull,3,4,,0,Adult,Stallion,less hk,,OG,274517,4445,4,Movement,Movement,1.08,M
1658,hl25,27,01_609,4,8/4/05,17:41,Walking,11,30,0,40,,,,Pull,4,1,,0,Adult,Non-lactating,less hk,,OG,274517,4445,4,Movement,Movement,1.08,F
1659,hl25,28,01_609,1,8/4/05,17:42,Walking,11,15,0,40,,,Staring,Pull,0,0,No,0,Adult,Non-lactating,less hk,,OG,274517,4445,4,Movement,Movement,1.08,F
1660,hl26,1,01_208,0,8/8/05,10:55,Walking,9,0,0,170,,,,,0,0,,1,Adult,Non-lactating,less hk,BG,OG,271435,5369,3,Movement,Movement,1.6,F
1661,hl26,1,01_210,0,8/8/05,10:55,Walking,9,0,0,170,,,,,0,0,,1,Adult,Non-lactating,less hk,BG,OG,271435,5369,3,Movement,Movement,1.6,F
1662,hl26,1,01_207,0,8/8/05,10:55,Walking,9,0,0,170,,,,,0,0,,1,Adult,Stallion,less hk,BG,OG,271435,5369,3,Movement,Movement,1.6,M
1663,hl26,2,01_207,1,8/8/05,10:55,Walking,6,30,0,170,,,Standing,Pull,1,1,No,1,Adult,Stallion,less hk,BG,OG,271435,5369,3,Movement,Movement,1.6,M
1664,hl26,3,01_208,1,8/8/05,10:55,Walking,10,15,0,170,Graze,,Grazing,Pull,1,1,Partial,1,Adult,Non-lactating,less hk,BG,OG,271435,5369,3,Movement,Movement,1.6,F
1665,hl26,3,01_210,2,8/8/05,10:55,Walking,10,5,0,170,,,Standing,Pull,2,2,,1,Adult,Non-lactating,less hk,BG,OG,271435,5369,3,Movement,Movement,1.6,F
1666,hl26,4,01_207,1,8/8/05,10:57,Walking,6,5,0,170,,,,Pull,1,1,Yes,1,Adult,Stallion,less hk,BG,OG,271435,5369,3,Movement,Movement,1.6,M
1667,hl26,4,01_210,2,8/8/05,10:57,Walking,6,5,0,170,,,,Pull,2,2,,1,Adult,Non-lactating,less hk,BG,OG,271435,5369,3,Movement,Movement,1.6,F
1668,hl26,4,01_208,3,8/8/05,10:57,Walking,6,10,0,170,Move closer to 01_210,,,Pull,3,3,,1,Adult,Non-lactating,less hk,BG,OG,271435,5369,3,Movement,Movement,1.6,F
1669,hl26,5,01_210,1,8/8/05,10:58,Walking,6,15,0,130,,,,Pull,1,1,Partial,1,Adult,Non-lactating,less hk,BG,OG,271435,5369,3,Movement,Movement,1.6,F
1670,hl26,5,01_208,2,8/8/05,10:58,Walking,6,15,5,130,,,,Pull,2,2,,1,Adult,Non-lactating,less hk,BG,OG,271435,5369,3,Movement,Movement,1.6,F
1671,hl26,6,01_210,1,8/8/05,11:01,Walking,7,5,0,130,,,,,1,1,No,1,Adult,Non-lactating,less hk,BG,OG,271435,5369,3,Movement,Movement,1.6,F
1672,hl26,7,01_210,1,8/8/05,11:03,Walking,10,15,0,130,,,Standing,Pull,1,1,Partial,1,Adult,Non-lactating,less hk,BG,OG,271435,5369,3,Movement,Movement,1.6,F
1673,hl26,7,01_207,2,8/8/05,11:03,Walking,10,0,5,130,,,,Pull,2,2,,1,Adult,Stallion,less hk,BG,OG,271435,5369,3,Movement,Movement,1.6,M
1674,hl26,8,01_208,1,8/8/05,11:03,Walking,8,10,0,130,,,,Pull,1,1,Yes,1,Adult,Non-lactating,less hk,BG,OG,271435,5369,3,Movement,Movement,1.6,F
1675,hl26,8,01_210,2,8/8/05,11:03,Walking,8,0,0,130,,,,Pull,2,2,,1,Adult,Non-lactating,less hk,BG,OG,271435,5369,3,Movement,Movement,1.6,F
1676,hl26,8,01_207,3,8/8/05,10:04,Walking,8,0,0,130,,,,Pull,3,3,,1,Adult,Stallion,less hk,BG,OG,271435,5369,3,Movement,Movement,1.6,M
1677,hl26,9,01_208,1,8/8/05,10:04,Stopping,0,0,0,0,,,,,1,1,Partial,1,Adult,Non-lactating,less hk,BG,OG,271435,5369,3,Stopping,Non-Movement,1.6,F
1678,hl26,9,01_210,2,8/8/05,10:04,Stopping,0,0,0,0,,,,,2,2,,1,Adult,Non-lactating,less hk,BG,OG,271435,5369,3,Stopping,Non-Movement,1.6,F
1679,hl26,10,01_210,1,8/8/05,10:04,Walking,10,50,0,130,,Walking along the road,,Pull,1,1,Yes,1,Adult,Non-lactating,less hk,BG,OG,271435,5369,3,Movement,Movement,1.6,F
1680,hl26,10,01_208,2,8/8/05,10:05,Walking,10,50,0,130,,Walking along the road,Standing,Pull,2,2,,1,Adult,Non-lactating,less hk,BG,OG,271435,5369,3,Movement,Movement,1.6,F
1681,hl26,10,01_207,3,8/8/05,10:05,Walking,10,90,0,130,,Walking along the road,,Pull,3,3,,1,Adult,Stallion,less hk,BG,OG,271435,5369,3,Movement,Movement,1.6,M
1682,hl26,11,01_208,0,8/8/05,11:10,Walking,12,40,0,70,,,,,0,0,,1,Adult,Non-lactating,less hk,BG,OG,271435,5369,3,Movement,Movement,1.6,F
1683,hl26,11,01_210,0,8/8/05,11:10,Walking,12,40,0,70,,,,,0,0,,1,Adult,Non-lactating,less hk,BG,OG,271435,5369,3,Movement,Movement,1.6,F
1684,hl26,11,01_207,0,8/8/05,11:10,Walking,12,40,0,70,,,,,0,0,,1,Adult,Stallion,less hk,BG,OG,271435,5369,3,Movement,Movement,1.6,M
1685,hl26,12,01_210,0,8/8/05,11:10,Walking,12,20,0,70,,,,,2,2,,1,Adult,Non-lactating,less hk,BG,OG,271435,5369,3,Movement,Movement,1.6,F
1686,hl26,12,01_207,0,8/8/05,11:10,Walking,12,20,0,70,,,,,1,1,,1,Adult,Stallion,less hk,BG,OG,271435,5369,3,Movement,Movement,1.6,M
1687,hl26,13,01_207,1,8/8/05,11:13,Walking,9,0,0,110,,,,Pull,1,1,Partial,1,Adult,Stallion,less hk,BG,OG,271435,5369,3,Movement,Movement,1.6,M
1688,hl26,13,01_210,2,8/8/05,11:13,Walking,9,10,20,110,,,Standing,Pull,2,2,,1,Adult,Non-lactating,less hk,BG,OG,271435,5369,3,Movement,Movement,1.6,F
1689,hl26,14,01_208,0,8/8/05,11:13,Walking,10,0,0,110,Move closer to 01_210,,,,1,1,,1,Adult,Non-lactating,less hk,BG,OG,271435,5369,3,Movement,Movement,1.6,F
1690,hl26,15,01_208,1,8/8/05,11:13,Walking,9,0,0,110,,,,Pull/Push,1,1,Yes,1,Adult,Non-lactating,less hk,BG,OG,271435,5369,3,Movement,Movement,1.6,F
1691,hl26,15,01_210,2,8/8/05,11:13,Walking,9,0,0,110,,,,Pull,2,2,,1,Adult,Non-lactating,less hk,BG,OG,271435,5369,3,Movement,Movement,1.6,F
1692,hl26,15,01_207,3,8/8/05,11:15,Walking,9,0,0,110,,,,Push,3,3,,1,Adult,Stallion,less hk,BG,OG,271435,5369,3,Movement,Movement,1.6,M
1693,hl26,16,01_208,0,8/8/05,11:17,Walking,12,8,0,50,Move closer to 01_210,,Socializing,,0,0,,1,Adult,Non-lactating,less hk,BG,OG,271435,5369,3,Movement,Movement,1.6,F
1694,hl26,17,01_210,0,8/8/05,11:21,Walking,12,3,0,50,,,Grazing,,0,0,,1,Adult,Non-lactating,less hk,BG,OG,271435,5369,3,Movement,Movement,1.6,F
1695,hl26,18,01_208,0,8/8/05,11:40,Walking,3,2,0,50,Move closer to the rest,,Standing,,0,0,,1,Adult,Non-lactating,less hk,BG,OG,271435,5369,3,Movement,Movement,1.6,F
1696,hl27,1,01_299,1,8/5/05,16:24,Walking,12,5,0,255,,,Grazing,Pull,1,1,No,0,Adult,Non-lactating,less hf,G,OG,274636,4563,4,Movement,Movement,2.03,F
1697,hl27,2,01_456,1,8/5/05,16:25,Walking,11,2,0,255,move closer to 01_299,,Grazing,Pull,1,1,No,0,Adult,Stallion,less hf,G,OG,274636,4563,4,Movement,Movement,2.03,M
1698,hl27,3,01_456,1,8/5/05,16:26,Walking,1,5,0,255,,,Grazing,Pull,1,1,No,0,Adult,Stallion,less hf,G,OG,274636,4563,4,Movement,Movement,2.03,M
1699,hl27,4,01_456,1,8/5/05,16:27,Walking,1,5,0,255,,,Grazing,Pull,1,1,No,0,Adult,Stallion,less hf,G,OG,274636,4563,4,Movement,Movement,2.03,M
1700,hl27,5,01_299,1,8/5/05,16:29,Walking,12,2,0,255,,,Grazing,Pull,1,1,No,0,Adult,Non-lactating,less hf,G,OG,274636,4563,4,Movement,Movement,2.03,F
1701,hl27,6,01_456,1,8/5/05,16:29,Walking,2,0,0,255,move closer to bachelors,,Socializing,,1,1,No,0,Adult,Stallion,less hf,G,OG,274636,4563,4,Movement,Movement,2.03,M
1702,hl27,7,01_456,1,8/5/05,16:30,Walking,9,25,0,255,move closer to bachelors,,Socializing,,1,1,No,0,Adult,Stallion,less hf,G,OG,274636,4563,4,Movement,Movement,2.03,M
1703,hl27,8,01_456,1,8/5/05,16:37,Walking,6,5,0,255,move closer to bachelors,,Socializing,,1,1,No,0,Adult,Stallion,less hf,G,OG,274636,4563,4,Movement,Movement,2.03,M
1704,hl27,9,01_456,1,8/5/05,16:40,Walking,10,5,0,255,,,,,1,1,No,0,Adult,Stallion,less hf,G,OG,274636,4563,4,Movement,Movement,2.03,M
1705,hl27,10,01_457,1,8/5/05,16:41,Walking,9,2,0,255,,,,Pull,1,1,No,0,Adult,Non-lactating,less hf,G,OG,274636,4563,4,Movement,Movement,2.03,F
1706,hl27,11,01_299,1,8/5/05,16:41,Walking,9,10,0,255,,,Grazing,Pull,1,1,No,0,Adult,Non-lactating,less hf,G,OG,274636,4563,4,Movement,Movement,2.03,F
1707,hl27,12,01_456,1,8/5/05,16:47,Walking,1,5,0,255,,,Grooming,Pull,1,1,No,0,Adult,Stallion,less hf,G,OG,274636,4563,4,Movement,Movement,2.03,M
1708,hl27,13,01_456,1,8/5/05,16:47,Walking,9,5,0,255,,,Grazing,Pull,1,1,No,0,Adult,Stallion,less hf,G,OG,274636,4563,4,Movement,Movement,2.03,M
1709,hl27,14,01_609,1,8/5/05,16:50,Walking,7,8,0,255,move closer to other females,,Grazing,Pull,1,1,No,0,Adult,Non-lactating,less hf,G,OG,274636,4563,4,Movement,Movement,2.03,F
1710,hl27,15,01_456,1,8/5/05,16:52,Walking,2,50,0,255,,stand between bachelors and females,,,1,1,No,0,Adult,Stallion,less hf,G,OG,274636,4563,4,Movement,Movement,2.03,M
1711,hl27,16,01_456,1,8/5/05,16:52,Walking,3,8,0,255,move closer to bachelor,,,,1,1,No,0,Adult,Stallion,less hf,G,OG,274636,4563,4,Movement,Movement,2.03,M
1712,hl27,17,01_609,1,8/5/05,16:56,Walking,8,3,0,255,,,,Pull,1,1,No,0,Adult,Non-lactating,less hf,G,OG,274636,4563,4,Movement,Movement,2.03,F
1713,hl27,18,01_456,1,8/5/05,16:59,Walking,2,2,0,255,,,,,1,1,No,0,Adult,Stallion,less hf,G,OG,274636,4563,4,Movement,Movement,2.03,M
1714,hl27,19,01_299,1,8/5/05,16:59,Walking,12,6,0,255,,,Defecating,Pull,1,1,No,0,Adult,Non-lactating,less hf,G,OG,274636,4563,4,Movement,Movement,2.03,F
1715,hl27,20,01_456,1,8/5/05,17:01,Walking,0,3,0,255,,,,Pull,1,1,No,0,Adult,Stallion,less hf,G,OG,274636,4563,4,Movement,Movement,2.03,M
1716,hl27,21,01_456,1,8/5/05,17:02,Walking,9,5,0,255,,,Grazing,Pull,1,1,No,0,Adult,Stallion,less hf,G,OG,274636,4563,4,Movement,Movement,2.03,M
1717,hl27,22,01_456,1,8/5/05,17:03,Walking,4,10,0,255,,,Grazing,Pull,1,1,No,0,Adult,Stallion,less hf,G,OG,274636,4563,4,Movement,Movement,2.03,M
1718,hl27,23,01_456,1,8/5/05,17:04,Walking,2,40,0,255,move closer to bachelors,,Grazing,,1,1,No,0,Adult,Stallion,less hf,G,OG,274636,4563,4,Movement,Movement,2.03,M
1719,hl27,24,01_456,1,8/5/05,17:07,Trotting,11,10,0,255,move closer to other male,,Grazing,,1,1,No,0,Adult,Stallion,less hf,G,OG,274636,4563,4,Movement,Movement,2.03,M
1720,hl27,25,01_456,1,8/5/05,17:08,Walking,10,8,0,255,,,,,1,1,No,0,Adult,Stallion,less hf,G,OG,274636,4563,4,Movement,Movement,2.03,M
1721,hl27,26,01_299,1,8/5/05,17:10,Walking,2,3,0,255,,,Grazing,Pull,1,1,No,0,Adult,Non-lactating,less hf,G,OG,274636,4563,4,Movement,Movement,2.03,F
1722,hl27,27,01_456,1,8/5/05,17:11,Walking,2,15,0,255,,,,,1,1,No,0,Adult,Stallion,less hf,G,OG,274636,4563,4,Movement,Movement,2.03,M
1723,hl27,28,01_456,1,8/5/05,17:12,Walking,2,5,0,255,,,Grazing,Pull,1,1,No,0,Adult,Stallion,less hf,G,OG,274636,4563,4,Movement,Movement,2.03,M
1724,hl27,29,01_456,1,8/5/05,17:13,Walking,2,20,0,255,,,Grazing,,1,1,No,0,Adult,Stallion,less hf,G,OG,274636,4563,4,Movement,Movement,2.03,M
1725,hl27,30,01_299,1,8/5/05,17:16,Walking,3,40,0,255,,,Grazing,Pull,1,1,Partial,0,Adult,Non-lactating,less hf,G,OG,274636,4563,4,Movement,Movement,2.03,F
1726,hl27,30,01_609,2,8/5/05,17:16,Walking,3,40,0,255,,,,Pull,2,2,,0,Adult,Non-lactating,less hf,G,OG,274636,4563,4,Movement,Movement,2.03,F
1727,hl27,31,01_299,1,8/5/05,17:17,Walking,2,40,0,255,,,Grazing,Pull,1,1,Partial,0,Adult,Non-lactating,less hf,G,OG,274636,4563,4,Movement,Movement,2.03,F
1728,hl27,31,01_609,2,8/5/05,17:17,Walking,2,15,0,255,,,Grazing,Pull,2,2,,0,Adult,Non-lactating,less hf,G,OG,274636,4563,4,Movement,Movement,2.03,F
1729,hl27,32,01_457,1,8/5/05,17:18,Walking,2,10,0,255,,,Grazing,Pull,1,1,No,0,Adult,Non-lactating,less hf,G,OG,274636,4563,4,Movement,Movement,2.03,F
1730,hl27,33,01_456,1,8/5/05,17:18,Walking,9,40,0,255,move closer to females,,,Pull,1,1,Partial,0,Adult,Stallion,less hf,G,OG,274636,4563,4,Movement,Movement,2.03,M
1731,hl27,33,01_299,2,8/5/05,17:18,Walking,2,5,0,255,move closer to 01_456,,,Pull,2,2,,0,Adult,Non-lactating,less hf,G,OG,274636,4563,4,Movement,Movement,2.03,F
1732,hl27,34,01_299,1,8/5/05,17:18,Walking,9,20,0,255,,,,Pull,1,1,No,0,Adult,Non-lactating,less hf,G,OG,274636,4563,4,Movement,Movement,2.03,F
1733,hl27,35,01_299,1,8/5/05,17:20,Walking,3,10,0,255,move closer to 01_456,,Socializing,Pull,1,1,No,0,Adult,Non-lactating,less hf,G,OG,274636,4563,4,Movement,Movement,2.03,F
1734,hl27,36,01_457,1,8/5/05,17:21,Walking,10,40,0,255,move closer to 01_609,,socializng,Pull,1,1,No,0,Adult,Non-lactating,less hf,G,OG,274636,4563,4,Movement,Movement,2.03,F
1735,hl27,37,01_457,1,8/5/05,17:21,Walking,12,10,0,255,,,Grazing,Pull,1,1,No,0,Adult,Non-lactating,less hf,G,OG,274636,4563,4,Movement,Movement,2.03,F
1736,hl27,38,01_609,1,8/5/05,17:22,Walking,9,10,0,255,,,Grazing,Pull,1,1,No,0,Adult,Non-lactating,less hf,G,OG,274636,4563,4,Movement,Movement,2.03,F
1737,hl27,39,01_609,1,8/5/05,17:23,Walking,9,15,0,255,,,Grazing,Pull,1,1,No,0,Adult,Non-lactating,less hf,G,OG,274636,4563,4,Movement,Movement,2.03,F
1738,hl27,40,01_456,1,8/5/05,17:25,Walking,10,5,0,255,,,Socializing,Pull,1,1,No,0,Adult,Stallion,less hf,G,OG,274636,4563,4,Movement,Movement,2.03,M
1739,hl27,41,01_299,1,8/5/05,17:26,Walking,0,10,0,255,,,Grazing,Pull,1,1,Partial,0,Adult,Non-lactating,less hf,G,OG,274636,4563,4,Movement,Movement,2.03,F
1740,hl27,41,01_456,2,8/5/05,17:26,Walking,0,10,0,255,,,Grazing,Pull,2,2,,0,Adult,Stallion,less hf,G,OG,274636,4563,4,Movement,Movement,2.03,M
1741,hl27,42,01_456,1,8/5/05,17:29,Walking,2,15,0,255,,,,Push,2,2,Partial,0,Adult,Stallion,less hf,G,OG,274636,4563,4,Movement,Movement,2.03,M
1742,hl27,42,01_299,2,8/5/05,17:29,Walking,0,10,0,255,,,,Push,1,1,,0,Adult,Non-lactating,less hf,G,OG,274636,4563,4,Movement,Movement,2.03,F
1743,hl27,43,01_299,1,8/5/05,17:30,Walking,0,20,0,255,,,,Pull,1,1,Partial,0,Adult,Non-lactating,less hf,G,OG,274636,4563,4,Movement,Movement,2.03,F
1744,hl27,43,01_456,2,8/5/05,17:30,Walking,0,0,0,255,,,,Pull,2,2,,0,Adult,Stallion,less hf,G,OG,274636,4563,4,Movement,Movement,2.03,M
1745,hl27,44,01_456,1,8/5/05,17:30,Walking,0,0,0,255,,,,Pull,1,1,Partial,0,Adult,Stallion,less hf,G,OG,274636,4563,4,Movement,Movement,2.03,M
1746,hl27,45,01_299,2,8/5/05,17:30,Walking,0,0,0,255,,,,Pull,2,2,,0,Adult,Non-lactating,less hf,G,OG,274636,4563,4,Movement,Movement,2.03,F
1747,hl27,46,01_457,1,8/5/05,17:31,Walking,9,15,0,255,,,,Pull,1,1,Partial,0,Adult,Non-lactating,less hf,G,OG,274636,4563,4,Movement,Movement,2.03,F
1748,hl27,46,01_609,2,8/5/05,17:31,Walking,0,0,0,255,,,,Pull,2,2,,0,Adult,Non-lactating,less hf,G,OG,274636,4563,4,Movement,Movement,2.03,F
1749,hl27,47,01_299,1,8/5/05,17:31,Stopping,0,0,0,255,,,Grazing,Pull,1,1,Partial,0,Adult,Non-lactating,less hf,G,OG,274636,4563,4,Stopping,Non-Movement,2.03,F
1750,hl27,47,01_456,2,8/5/05,17:31,Stopping,0,0,0,255,,,Grazing,Pull,2,2,,0,Adult,Stallion,less hf,G,OG,274636,4563,4,Stopping,Non-Movement,2.03,M
